item,group,test,tier,seeds,verdicts,fired,bins,bins_unhit,unhit_list,witness_bins,witness_marked,hold,carve,status
TP-CSR-109,gen_csr_reset,gen_test_csr_reset,smoke,3,PASS,yes,13,13,CG-CSR-009.cp_key_pin.hi; CG-CSR-009.cp_key_pin.lo; CG-CSR-010.cr_form_priv_trap.rd_m_ok; CG-CSR-011.cp_fam.addr; CG-CSR-011.cp_fam.cfg; CG-CSR-016.cp_csr.cpuctrlsts; CG-CSR-016.cp_csr.mseccfg; CG-CSR-016.cp_csr.mseccfgh; CG-CSR-016.cp_csr.pmpaddr; CG-CSR-016.cp_csr.pmpcfg; CG-CSR-016.cp_csr.secureseed; CG-CSR-016.cp_when.later; CG-CSR-016.cr_first_csr.cpuctrlsts_first,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-ISA-001,gen_isa_alu,gen_test_isa_alu,smoke,3,PASS,yes,130,0,,0,no,,,CREDITED
TP-ISA-002,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,4,0,,0,no,,,CREDITED
TP-ISA-003,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,15,0,,0,no,,,CREDITED
TP-ISA-004,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,30,0,,0,no,,,CREDITED
TP-ISA-005,gen_isa_alu,gen_test_isa_alu,smoke,3,PASS,yes,26,0,,0,no,,,CREDITED
TP-ISA-006,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,13,2,CG-ISA-004.cp_pc_region.high (bins_not_hit); CG-ISA-004.cp_pc_region.low (bins_not_hit),0,no,,,UNHIT (2 of 13 bins)
TP-ISA-007,gen_isa_alu,gen_test_isa_alu,smoke,3,PASS,yes,224,0,,0,no,,,CREDITED
TP-ISA-008,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,15,0,,0,no,,,CREDITED
TP-ISA-009,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,127,13,CG-ISA-002.cr_slt_boundary.slt_all_ones_int_max (bins_not_hit); CG-ISA-002.cr_slt_boundary.slt_int_max_all_ones (bins_not_hit); CG-ISA-002.cr_slt_boundary.slt_int_min_zero (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_all_ones_int_max (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_all_ones_int_min (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_all_ones_zero (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_int_max_one (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_int_min_all_ones (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_one_int_max (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_one_int_min (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_one_zero (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_zero_int_max (bins_not_hit); CG-ISA-002.cr_slt_boundary.sltu_zero_int_min (bins_not_hit),0,no,,,UNHIT (13 of 127 bins)
TP-ISA-010,gen_isa_shift,gen_test_isa_shift,smoke,3,PASS,yes,57,0,,0,no,,,CREDITED
TP-ISA-011,gen_isa_shift,gen_test_isa_shift,targeted,3,PASS,yes,22,0,,0,no,,,CREDITED
TP-ISA-013,gen_isa_shift,gen_test_isa_shift,smoke,3,PASS,yes,39,0,,0,no,,,CREDITED
TP-ISA-014,gen_isa_shift,gen_test_isa_shift,targeted,3,PASS,yes,27,0,,0,no,,,CREDITED
TP-ISA-015,gen_isa_cti,gen_test_isa_cti,smoke,3,PASS,yes,22,0,,0,no,,,CREDITED
TP-ISA-016,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,none,40,28,CG-ISA-006.cp_jal_off.max_bwd (not declared); CG-ISA-006.cp_jal_off.max_fwd (not declared); CG-ISA-006.cp_jal_off.self (not declared); CG-ISA-006.cp_pc_region.zero_page (not declared); CG-ISA-006.cp_wrap.yes (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_bwd_other (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_bwd_x0 (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_bwd_x1 (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_bwd_x5 (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_fwd_other (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_fwd_x0 (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_fwd_x1 (not declared); CG-ISA-006.cr_jal_off_rd.jal_max_fwd_x5 (not declared); CG-ISA-006.cr_jal_off_rd.jal_self_other (not declared); CG-ISA-006.cr_jal_off_rd.jal_self_x0 (not declared); CG-ISA-006.cr_jal_off_rd.jal_self_x1 (not declared); CG-ISA-006.cr_jal_off_rd.jal_self_x5 (not declared); CG-ISA-006.cr_op_wrap.c_j_no (not declared); CG-ISA-006.cr_op_wrap.c_j_yes (not declared); CG-ISA-006.cr_op_wrap.c_jal_no (not declared); CG-ISA-006.cr_op_wrap.c_jal_yes (not declared); CG-ISA-006.cr_op_wrap.c_jalr_no (not declared); CG-ISA-006.cr_op_wrap.c_jr_no (not declared); CG-ISA-006.cr_op_wrap.jal_no (not declared); CG-ISA-006.cr_op_wrap.jal_yes (not declared); CG-ISA-006.cr_op_wrap.jalr_no (not declared); CG-ISA-006.cr_op_wrap.jalr_yes (not declared); CG-ISA-006.cr_zero_page_bwd.jal_zero_page_neg (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-ISA-017,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,yes,17,0,,0,no,,,CREDITED
TP-ISA-018,gen_isa_cti,gen_test_isa_cti,smoke,3,PASS,yes,18,4,CG-ISA-006.cp_jalr_rs1.x0 (bins_not_hit); CG-ISA-006.cr_jalr_rs1_imm.x0_max_pos (bins_not_hit); CG-ISA-006.cr_jalr_rs1_imm.x0_min_neg (bins_not_hit); CG-ISA-006.cr_jalr_rs1_imm.x0_zero (bins_not_hit),0,no,,,UNHIT (4 of 18 bins)
TP-ISA-019,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,yes,10,0,,0,no,,,CREDITED
TP-ISA-020,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,yes,13,0,,0,no,,,CREDITED
TP-ISA-022,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,none,15,9,CG-ISA-006.cp_jalr_rs1.x0 (bins_not_hit); CG-ISA-006.cp_pc_region.high (not declared); CG-ISA-006.cp_wrap.yes (not declared); CG-ISA-006.cr_jalr_rs1_imm.x0_max_pos (bins_not_hit); CG-ISA-006.cr_jalr_rs1_imm.x0_min_neg (bins_not_hit); CG-ISA-006.cr_jalr_rs1_imm.x0_neg_rand (not declared); CG-ISA-006.cr_jalr_rs1_imm.x0_odd (not declared); CG-ISA-006.cr_jalr_rs1_imm.x0_pos_rand (not declared); CG-ISA-006.cr_jalr_rs1_imm.x0_zero (bins_not_hit),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-ISA-023,gen_isa_cti,gen_test_isa_cti,smoke,3,PASS,yes,122,0,,0,no,,,CREDITED
TP-ISA-024,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,none,9,9,CG-BTALU-001.cp_delta.d1 (not declared); CG-BTALU-001.cp_delta.d2 (not declared); CG-BTALU-001.cp_delta.d3plus (not declared); CG-BTALU-001.cp_dit.off (not declared); CG-BTALU-001.cp_fetch_stall.no (not declared); CG-BTALU-001.cp_redirect.no (not declared); CG-BTALU-001.cr_taken_dit_delta.nt_dit0_d1 (not declared); CG-BTALU-001.cr_taken_dit_delta.t_dit0_d2 (not declared); CG-BTALU-001.cr_taken_dit_redirect.nt_dit0_noredir (not declared),1,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-ISA-026,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,none,70,62,CG-ISA-007.cp_offset.max_bwd (not declared); CG-ISA-007.cp_offset.max_fwd (not declared); CG-ISA-007.cp_offset.self (not declared); CG-ISA-007.cp_op.c_beqz (bins_not_hit); CG-ISA-007.cp_op.c_bnez (bins_not_hit); CG-ISA-007.cp_wrap.yes (not declared); CG-ISA-007.cr_op_offset_taken.beq_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.beq_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.beq_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.beq_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.beq_self_no (not declared); CG-ISA-007.cr_op_offset_taken.beq_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.bge_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bge_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bge_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bge_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bge_self_no (not declared); CG-ISA-007.cr_op_offset_taken.bge_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_self_no (not declared); CG-ISA-007.cr_op_offset_taken.bgeu_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.blt_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.blt_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.blt_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.blt_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.blt_self_no (not declared); CG-ISA-007.cr_op_offset_taken.blt_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.bltu_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bltu_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bltu_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bltu_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bltu_self_no (not declared); CG-ISA-007.cr_op_offset_taken.bltu_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.bne_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bne_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bne_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.bne_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.bne_self_no (not declared); CG-ISA-007.cr_op_offset_taken.bne_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_self_no (not declared); CG-ISA-007.cr_op_offset_taken.c_beqz_self_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_max_bwd_no (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_max_bwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_max_fwd_no (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_max_fwd_yes (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_self_no (not declared); CG-ISA-007.cr_op_offset_taken.c_bnez_self_yes (not declared); CG-ISA-007.cr_wrap.beq_yes (not declared); CG-ISA-007.cr_wrap.bge_yes (not declared); CG-ISA-007.cr_wrap.bgeu_yes (not declared); CG-ISA-007.cr_wrap.blt_yes (not declared); CG-ISA-007.cr_wrap.bltu_yes (not declared); CG-ISA-007.cr_wrap.bne_yes (not declared); CG-ISA-007.cr_wrap.c_beqz_yes (not declared); CG-ISA-007.cr_wrap.c_bnez_yes (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-ISA-027,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,yes,74,10,CG-ISA-007.cp_op.c_beqz (bins_not_hit); CG-ISA-007.cp_op.c_bnez (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_beqz_no_intmin_zero (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_beqz_no_ones_zero (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_beqz_no_slt_ugt (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_beqz_yes_equal (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_bnez_no_equal (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_bnez_yes_intmin_zero (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_bnez_yes_ones_zero (bins_not_hit); CG-ISA-007.cr_op_taken_cmp.c_bnez_yes_slt_ugt (bins_not_hit),0,no,,,UNHIT (10 of 74 bins)
TP-ISA-052,gen_isa_alu,gen_test_isa_alu,targeted,3,PASS,yes,60,26,CG-ISA-005.cr_writer_read.bit_1cyc_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.bit_1cyc_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.bit_2cyc_none (bins_not_hit); CG-ISA-005.cr_writer_read.bit_2cyc_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.bit_2cyc_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.cmp_hint_none (bins_not_hit); CG-ISA-005.cr_writer_read.cmp_hint_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.cmp_hint_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.csrr_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.div_rem_none (bins_not_hit); CG-ISA-005.cr_writer_read.div_rem_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.div_rem_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.jal_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.jal_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.jalr_none (bins_not_hit); CG-ISA-005.cr_writer_read.jalr_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.jalr_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.load_none (bins_not_hit); CG-ISA-005.cr_writer_read.load_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.load_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.mul_none (bins_not_hit); CG-ISA-005.cr_writer_read.mul_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.mul_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.mulh_rs1_zero (bins_not_hit); CG-ISA-005.cr_writer_read.mulh_rs2_zero (bins_not_hit); CG-ISA-005.cr_writer_read.shift_rs2_zero (bins_not_hit),0,no,,,UNHIT (26 of 60 bins)
TP-ISA-053,gen_isa_cti,gen_test_isa_cti,targeted,3,PASS,yes,30,4,CG-ISA-007.cp_op.c_beqz (bins_not_hit); CG-ISA-007.cp_op.c_bnez (bins_not_hit); CG-ISA-007.cr_op_align.c_beqz_half (bins_not_hit); CG-ISA-007.cr_op_align.c_bnez_half (bins_not_hit),0,no,,,UNHIT (4 of 30 bins)
TP-MUL-001,gen_mul_mul,gen_test_mul_mul,smoke,3,PASS,yes,63,0,,0,no,,,CREDITED
TP-MUL-002,gen_mul_mul,gen_test_mul_mul,targeted,3,PASS,yes,268,0,,0,no,,,CREDITED
TP-MUL-003,gen_mul_mul,gen_test_mul_mul,smoke,3,PASS,none,6,1,CG-MUL-002.cr_op_delta_clean.mulh_d2 (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-MUL-004,gen_mul_mul,gen_test_mul_mul,targeted,3,PASS,yes,291,0,,0,no,,,CREDITED
TP-MUL-005,gen_mul_mul,gen_test_mul_mul,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-MUL-006,gen_mul_mul,gen_test_mul_mul,targeted,3,PASS,yes,267,0,,0,no,,,CREDITED
TP-MUL-007,gen_mul_mul,gen_test_mul_mul,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-MUL-008,gen_mul_mul,gen_test_mul_mul,targeted,3,PASS,yes,290,0,,0,no,,,CREDITED
TP-MUL-012,gen_mul_div,gen_test_mul_div,smoke,3,PASS,none,33,11,CG-MUL-003.cr_op_dividend.div_all_ones (not declared); CG-MUL-003.cr_op_dividend.div_int_max (not declared); CG-MUL-003.cr_op_dividend.div_int_min (not declared); CG-MUL-003.cr_op_dividend.div_neg_rand (not declared); CG-MUL-003.cr_op_dividend.div_one (not declared); CG-MUL-003.cr_op_dividend.div_pos_rand (not declared); CG-MUL-003.cr_op_dividend.div_seven (not declared); CG-MUL-003.cr_op_dividend.div_two (not declared); CG-MUL-003.cr_op_dividend.div_zero (not declared); CG-MUL-004.cp_delta.d37 (not declared); CG-MUL-004.cr_dit_div0_delta.dit0_nodiv0_d37 (not declared),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-MUL-013,gen_mul_div,gen_test_mul_div,smoke,3,PASS,yes,39,0,,0,no,,,CREDITED
TP-MUL-014,gen_mul_div,gen_test_mul_div,smoke,3,PASS,yes,27,1,CG-MUL-003.cr_op_dividend.rem_two (bins_not_hit),0,no,,,UNHIT (1 of 27 bins)
TP-MUL-015,gen_mul_div,gen_test_mul_div,smoke,3,PASS,yes,39,0,,0,no,,,CREDITED
TP-MUL-016,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,79,25,CG-MUL-003.cr_div0.div_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.div_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.div_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.div_zero_two (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_two (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_two (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_two (bins_not_hit); CG-MUL-004.cp_dit.on (bins_not_hit); CG-MUL-004.cr_op_div0.div_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.div_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.divu_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.divu_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.rem_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.rem_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.remu_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.remu_yes_on (bins_not_hit),0,no,,,UNHIT (25 of 79 bins)
TP-MUL-017,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,57,16,CG-MUL-003.cr_div0.div_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.div_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.div_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.div_zero_two (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.divu_zero_two (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.rem_zero_two (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_neg_rand (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_pos_rand (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_seven (bins_not_hit); CG-MUL-003.cr_div0.remu_zero_two (bins_not_hit),0,no,,,UNHIT (16 of 57 bins)
TP-MUL-018,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,11,0,,0,no,,,CREDITED
TP-MUL-019,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,27,0,,0,no,,,CREDITED
TP-MUL-020,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,57,0,,0,no,,,CREDITED
TP-MUL-021,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,26,0,,0,no,,,CREDITED
TP-MUL-022,gen_mul_div,gen_test_mul_div,targeted,3,PASS,none,23,12,CG-MUL-004.cp_delta.d37 (not declared); CG-MUL-004.cp_dit.on (bins_not_hit); CG-MUL-004.cr_dit_div0_delta.dit1_div0_d37 (not declared); CG-MUL-004.cr_dit_div0_delta.dit1_nodiv0_d37 (not declared); CG-MUL-004.cr_op_div0.div_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.div_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.divu_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.divu_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.rem_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.rem_yes_on (bins_not_hit); CG-MUL-004.cr_op_div0.remu_no_on (bins_not_hit); CG-MUL-004.cr_op_div0.remu_yes_on (bins_not_hit),0,no,,,NOT-FIRED (no fire line: not built or not reached)
TP-MUL-026,gen_mul_div,gen_test_mul_div,targeted,3,PASS,yes,44,2,CG-MUL-001.cp_op.c_mul (bins_not_hit); CG-MUL-001.cr_op_rd_x0.c_mul_no (bins_not_hit),0,no,,,UNHIT (2 of 44 bins)
TP-MUL-027,gen_mul_mul,gen_test_mul_mul,targeted,3,PASS,yes,4,0,,0,no,,,CREDITED
TP-PMP-001,gen_pmp_csr_warl,gen_test_pmp_csr_warl,smoke,3,PASS,yes,113,113,CG-PMP-001.cp_entry.e0; CG-PMP-001.cp_entry.e1; CG-PMP-001.cp_entry.e10; CG-PMP-001.cp_entry.e11; CG-PMP-001.cp_entry.e12; CG-PMP-001.cp_entry.e13; CG-PMP-001.cp_entry.e14; CG-PMP-001.cp_entry.e15; CG-PMP-001.cp_entry.e2; CG-PMP-001.cp_entry.e3; CG-PMP-001.cp_entry.e4; CG-PMP-001.cp_entry.e5; CG-PMP-001.cp_entry.e6; CG-PMP-001.cp_entry.e7; CG-PMP-001.cp_entry.e8; CG-PMP-001.cp_entry.e9; CG-PMP-001.cp_op.csrrw; CG-PMP-001.cp_outcome.written; CG-PMP-001.cp_prelock.unlocked; CG-PMP-001.cp_res_bits.zero; CG-PMP-001.cp_rlb.rlb0; CG-PMP-001.cp_wr_lrwx.c0000; CG-PMP-001.cp_wr_lrwx.c0001; CG-PMP-001.cp_wr_lrwx.c0010; CG-PMP-001.cp_wr_lrwx.c0011; CG-PMP-001.cp_wr_lrwx.c0100; CG-PMP-001.cp_wr_lrwx.c0101; CG-PMP-001.cp_wr_lrwx.c0110; CG-PMP-001.cp_wr_lrwx.c0111; CG-PMP-001.cp_wr_lrwx.c1000; CG-PMP-001.cp_wr_lrwx.c1001; CG-PMP-001.cp_wr_lrwx.c1010; CG-PMP-001.cp_wr_lrwx.c1011; CG-PMP-001.cp_wr_lrwx.c1100; CG-PMP-001.cp_wr_lrwx.c1101; CG-PMP-001.cp_wr_lrwx.c1110; CG-PMP-001.cp_wr_lrwx.c1111; CG-PMP-001.cp_wr_mode.na4; CG-PMP-001.cp_wr_mode.napot; CG-PMP-001.cp_wr_mode.off; CG-PMP-001.cp_wr_mode.tor; CG-PMP-001.cr_mode_lrwx.na4_c0000; CG-PMP-001.cr_mode_lrwx.na4_c0001; CG-PMP-001.cr_mode_lrwx.na4_c0010; CG-PMP-001.cr_mode_lrwx.na4_c0011; CG-PMP-001.cr_mode_lrwx.na4_c0100; CG-PMP-001.cr_mode_lrwx.na4_c0101; CG-PMP-001.cr_mode_lrwx.na4_c0110; CG-PMP-001.cr_mode_lrwx.na4_c0111; CG-PMP-001.cr_mode_lrwx.na4_c1000; CG-PMP-001.cr_mode_lrwx.na4_c1001; CG-PMP-001.cr_mode_lrwx.na4_c1010; CG-PMP-001.cr_mode_lrwx.na4_c1011; CG-PMP-001.cr_mode_lrwx.na4_c1100; CG-PMP-001.cr_mode_lrwx.na4_c1101; CG-PMP-001.cr_mode_lrwx.na4_c1110; CG-PMP-001.cr_mode_lrwx.na4_c1111; CG-PMP-001.cr_mode_lrwx.napot_c0000; CG-PMP-001.cr_mode_lrwx.napot_c0001; CG-PMP-001.cr_mode_lrwx.napot_c0010; CG-PMP-001.cr_mode_lrwx.napot_c0011; CG-PMP-001.cr_mode_lrwx.napot_c0100; CG-PMP-001.cr_mode_lrwx.napot_c0101; CG-PMP-001.cr_mode_lrwx.napot_c0110; CG-PMP-001.cr_mode_lrwx.napot_c0111; CG-PMP-001.cr_mode_lrwx.napot_c1000; CG-PMP-001.cr_mode_lrwx.napot_c1001; CG-PMP-001.cr_mode_lrwx.napot_c1010; CG-PMP-001.cr_mode_lrwx.napot_c1011; CG-PMP-001.cr_mode_lrwx.napot_c1100; CG-PMP-001.cr_mode_lrwx.napot_c1101; CG-PMP-001.cr_mode_lrwx.napot_c1110; CG-PMP-001.cr_mode_lrwx.napot_c1111; CG-PMP-001.cr_mode_lrwx.off_c0000; CG-PMP-001.cr_mode_lrwx.off_c0001; CG-PMP-001.cr_mode_lrwx.off_c0010; CG-PMP-001.cr_mode_lrwx.off_c0011; CG-PMP-001.cr_mode_lrwx.off_c0100; CG-PMP-001.cr_mode_lrwx.off_c0101; CG-PMP-001.cr_mode_lrwx.off_c0110; CG-PMP-001.cr_mode_lrwx.off_c0111; CG-PMP-001.cr_mode_lrwx.off_c1000; CG-PMP-001.cr_mode_lrwx.off_c1001; CG-PMP-001.cr_mode_lrwx.off_c1010; CG-PMP-001.cr_mode_lrwx.off_c1011; CG-PMP-001.cr_mode_lrwx.off_c1100; CG-PMP-001.cr_mode_lrwx.off_c1101; CG-PMP-001.cr_mode_lrwx.off_c1110; CG-PMP-001.cr_mode_lrwx.off_c1111; CG-PMP-001.cr_mode_lrwx.tor_c0000; CG-PMP-001.cr_mode_lrwx.tor_c0001; CG-PMP-001.cr_mode_lrwx.tor_c0010; CG-PMP-001.cr_mode_lrwx.tor_c0011; CG-PMP-001.cr_mode_lrwx.tor_c0100; CG-PMP-001.cr_mode_lrwx.tor_c0101; CG-PMP-001.cr_mode_lrwx.tor_c0110; CG-PMP-001.cr_mode_lrwx.tor_c0111; CG-PMP-001.cr_mode_lrwx.tor_c1000; CG-PMP-001.cr_mode_lrwx.tor_c1001; CG-PMP-001.cr_mode_lrwx.tor_c1010; CG-PMP-001.cr_mode_lrwx.tor_c1011; CG-PMP-001.cr_mode_lrwx.tor_c1100; CG-PMP-001.cr_mode_lrwx.tor_c1101; CG-PMP-001.cr_mode_lrwx.tor_c1110; CG-PMP-001.cr_mode_lrwx.tor_c1111; CG-PMP-004.cp_class.pmpcfg; CG-PMP-004.cp_dbg.d0; CG-PMP-004.cp_op.csrrw; CG-PMP-004.cp_priv.m; CG-PMP-004.cp_rw.write; CG-PMP-004.cp_trap.none; CG-PMP-004.cr_op_class.csrrw_pmpcfg; CG-PMP-004.cr_priv_trap.m_none,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
